1772556031415,1024.342
1772556031593,1024.5247
1772556031776,1024.5737
1772556031956,1024.5486
1772556032132,1024.5554
1772556032309,1024.5886
1772556032490,1024.5669
1772556032663,1024.5635
1772556032845,1024.5403
1772556033018,1024.5266
1772556033211,1024.5466
1772556033373,1024.5955
1772556033557,1024.6016
1772556033729,1024.5444
1772556033909,1024.5159
1772556034085,1024.5825
1772556034265,1024.4819
1772556034443,1024.4934
1772556034619,1024.5972
1772556034798,1024.562
1772556034980,1024.6052
1772556035150,1024.4946
1772556035329,1024.3079
1772556035507,1024.582
1772556035685,1024.2571
1772556035865,1024.5544
1772556036045,1024.52
1772556036220,1024.6719
1772556036398,1024.6555
1772556036576,1024.7612
1772556036756,1024.7444
1772556036936,1024.7764
1772556037112,1024.7925
1772556037287,1024.6787
1772556037468,1024.7876
1772556037643,1024.7678
1772556037820,1024.6746
1772556038001,1024.7048
1772556038180,1024.4509
1772556038355,1024.6646
1772556038534,1024.5957
1772556038717,1024.4443
1772556038892,1024.6665
1772556039067,1024.7336
1772556039243,1024.5034
1772556039422,1024.5115
1772556039601,1024.4912
1772556039785,1024.7502
1772556039959,1024.5112
1772556040135,1024.4673
1772556040315,1024.6914
1772556040492,1024.5818
1772556040668,1024.7825
1772556040848,1024.6897
1772556041027,1024.8079
1772556041206,1024.8132
1772556041387,1024.8687
1772556041565,1024.6165
1772556041739,1024.8081
1772556041918,1024.8389
1772556042094,1024.8059
1772556042271,1024.7625
1772556042448,1024.8467
1772556042625,1024.8557
1772556042813,1024.8506
1772556042985,1024.6965
1772556043161,1024.9324
1772556043339,1024.8069
1772556043519,1024.9976
1772556043693,1024.7832
1772556043871,1025.0044
1772556044062,1025.0125
1772556044228,1024.9998
1772556044406,1024.8428
1772556044586,1025.1182
1772556044761,1025.1152
1772556044940,1025.1597
1772556045114,1024.8816
1772556045293,1025.198
1772556045473,1025.1558
1772556045650,1025.2114
1772556045832,1024.8833
1772556046007,1025.2119
1772556046186,1025.2197
1772556046367,1025.2024
1772556046546,1025.0542
1772556046719,1025.1116
1772556046895,1025.1311
1772556047077,1025.137
1772556047258,1025.1807
1772556047434,1025.1431
1772556047617,1025.2222
1772556047792,1025.2161
1772556047968,1025.2683
1772556048142,1025.2705
1772556048323,1025.2114
1772556048499,1025.2666
1772556048677,1025.3096
1772556048862,1025.563
1772556049033,1025.6636
1772556049212,1025.4597
1772556049401,1025.4795
1772556049564,1025.3933
1772556049742,1025.4514
1772556049919,1025.4966
1772556050100,1025.5713
1772556050276,1025.52
1772556050451,1025.7498
1772556050629,1025.9001
1772556050809,1025.513
1772556051018,1025.6299
1772556051206,1025.6697
1772556051342,1025.6104
1772556051521,1025.6802
1772556051698,1025.9417
1772556051875,1025.6855
1772556052053,1025.908
1772556052262,1025.9827
1772556052409,1025.7
1772556052586,1025.7737
1772556052768,1025.7646
1772556052943,1025.8694
1772556053124,1025.877
1772556053299,1026.1257
1772556053478,1025.9817
1772556053662,1026.1287
1772556053842,1026.2073
1772556054015,1026.1909
1772556054191,1026.2869
1772556054372,1026.2715
1772556054548,1026.3181
1772556054728,1026.2881
1772556054907,1026.2512
1772556055083,1026.3464
1772556055262,1026.3098
1772556055445,1026.4119
1772556055623,1026.4136
1772556055792,1026.4004
1772556055976,1026.4363
1772556056153,1026.4502
1772556056329,1026.4651
1772556056507,1026.481
1772556056682,1026.4551
1772556056859,1026.4724
1772556057046,1026.4688
1772556057216,1026.4297
1772556057390,1026.4805
1772556057573,1026.4263
1772556057750,1026.4834
1772556057933,1026.4858
1772556058113,1026.5
1772556058281,1026.5266
1772556058462,1026.4927
1772556058640,1026.5703
1772556058822,1026.5337
1772556059001,1026.5356
1772556059174,1026.5449
1772556059350,1026.5049
1772556059535,1026.5366
1772556059709,1026.5305
1772556059893,1026.5518
1772556060065,1026.252
1772556060240,1026.2925
1772556060415,1026.5122
1772556060596,1026.4927
1772556060771,1026.4758
1772556060950,1026.2537
1772556061131,1026.2197
1772556061304,1026.27
1772556061482,1026.2642
1772556061660,1026.2017
1772556061838,1026.2039
1772556062021,1026.3938
1772556062197,1026.4814
1772556062372,1026.4004
1772556062550,1026.2063
1772556062727,1026.239
1772556062905,1026.2456
1772556063083,1026.4443
